dir,right,left,front,angle,target
1,1,0,0,-0.021189304634946397,-1
0,0,0,0,0.2951672353008665,1
-1,0,0,0,0.35241638234956674,0
-1,0,0,0,0.8788810584091566,0
0,0,1,0,-0.6720208696226306,0
1,0,1,0,-0.7147767125227227,0
-1,0,0,0,0.8128329581890013,0
1,0,0,0,-0.7211420616236954,0
-1,0,0,0,0.8025684567112534,0
-1,0,0,0,-0.7255627480278026,1
-1,0,1,0,-0.25,-1
0,0,0,0,-0.5696044872730639,0
1,0,0,0,-0.5862450610930793,0
0,0,0,0,0.9180913175751625,0
0,0,0,0,0.9220208696226306,0
0,0,0,0,0.9255972347013827,0
0,0,0,0,0.9288651885261847,0
0,0,0,0,0.9318623681783755,0
-1,0,0,0,0.9346206170443296,0
0,0,0,0,-0.5779791303773694,0
-1,0,0,0,-0.590334470601733,1
0,0,0,0,-0.09404173924526137,1
0,0,0,0,-0.0980562456662785,1
1,0,0,0,-0.10241638234956678,0
-1,0,0,0,-0.6158581002198797,1
1,0,0,0,-0.12111894159084341,0
0,0,0,0,-0.6345985850997454,0
0,0,0,0,-0.6475836176504333,0
0,0,0,0,-0.6600599652387392,0
-1,0,0,0,-0.6720208696226306,1
1,0,0,0,-0.1793091350809868,0
-1,0,0,0,-0.6910019151324714,1
-1,0,0,0,-0.19909807196821275,1
0,0,1,0,0.31283295818900125,1
0,0,0,0,0.32539130213978606,1
0,0,0,0,0.33858553278290476,1
1,0,0,0,0.35241638234956674,1
-1,0,0,0,-0.15498483906082017,1
-1,0,0,0,0.3599937575251385,0
0,0,1,0,0.8668750612523434,0
1,0,0,0,0.8731463656782359,1
-1,0,0,0,0.387639669826844,0
-1,0,0,0,0.8928330765600626,0
0,0,1,0,-0.6211189415908434,0
1,0,0,0,-0.6345985850997454,0
0,0,0,0,0.8711189415908434,0
1,0,0,0,0.8763943130154868,1
-1,0,0,0,0.38898274154500007,0
0,0,0,0,0.8934499554121628,0
0,0,0,0,0.8975836176504333,0
1,0,0,0,0.9014184909719059,1
1,0,0,0,0.4130986307932848,1
1,1,0,0,-0.0903344706017331,-1
-1,0,0,0,0.35241638234956674,0
1,0,0,0,0.8711189415908434,1
0,0,0,0,0.4114144672170953,1
-1,0,0,0,0.4548327646991335,0
-1,0,0,0,0.9604165758394344,0
-1,0,1,0,-0.5779791303773693,-1
0,0,0,0,0.32219231551064725,1
-1,0,0,0,0.35241638234956674,0
1,0,0,0,0.8668750612523434,1
-1,0,0,0,0.39758361765043326,0
0,0,0,0,0.9072264209222578,0
-1,0,0,0,0.915249340538568,0
-1,0,0,0,-0.6110172584549999,1
0,0,1,1,-0.12111894159084341,-1
1,0,0,0,-0.7147767125227228,0
1,0,0,0,0.792755842900092,1
1,1,0,0,0.30256845671125343,-1
1,0,0,0,0.26514617218836817,1
0,0,0,0,-0.25,1
-1,0,0,0,-0.2667377083565741,1
0,0,0,0,0.25,1
-1,0,0,0,0.2687025592412767,0
1,0,0,0,0.7852232874772773,1
1,0,0,0,0.30559988778578523,1
-1,1,0,0,-0.21041657583943443,1
0,0,0,0,0.3128329581890012,1
-1,0,0,0,0.33858553278290476,0
1,0,0,0,0.8524163823495667,1
1,0,0,0,0.3788810584091566,1
0,1,0,0,-0.13312493874765652,1
0,0,0,0,-0.1475836176504333,1
1,0,0,0,-0.16524934053856788,0
0,0,0,0,-0.6974315432887466,0
1,0,0,0,-0.7255627480278026,0
1,0,0,1,0.7951672353008665,1
1,1,1,1,0.32219231551064725,-1
0,0,0,0,0.0,1
1,0,0,0,-0.8524163823495667,0
-1,0,0,0,0.75,0
1,0,0,0,-0.8128329581890013,0
0,0,0,0,0.75,0
1,0,0,0,0.7951672353008665,1
0,0,0,0,0.35241638234956674,1
1,0,0,0,0.42202086962263063,1
1,0,0,0,-0.10241638234956678,0
-1,1,1,1,-0.6871670418109987,-1
-1,0,0,0,0.4788106953650536,0
-1,0,0,0,0.9801314756944591,0
-1,0,1,0,-0.5395834241605656,-1
-1,0,0,0,0.39758361765043326,0
-1,0,0,0,0.9220208696226306,0
-1,0,1,0,-0.6475836176504333,-1
1,0,0,0,0.3410530018557488,1
0,0,0,0,-0.17202086962263066,1
-1,0,0,0,-0.1871670418109988,1
-1,0,0,0,0.33858553278290476,0
1,0,1,0,0.8524163823495667,1
-1,0,0,0,0.3788810584091566,0
1,0,0,0,0.8889827415450002,1
0,0,0,0,0.41524934053856793,1
1,0,0,0,0.44275085295129984,1
-1,0,0,0,-0.06283295818900116,1
-1,0,0,0,0.4682744825694465,0
-1,0,1,0,0.9711420616236954,-1
-1,0,0,0,-0.5,1
1,0,0,0,0.0,0
1,0,0,0,-0.5779791303773694,0
0,1,0,0,0.9371670418109987,0
0,0,0,0,0.9474315432887466,0
-1,0,0,0,0.9548327646991335,0
1,0,0,0,-0.5885855327829048,0
1,0,0,0,0.9220208696226306,1
1,1,0,0,0.46041657583943446,-1
1,0,0,0,-0.7852232874772773,0
-1,0,0,0,0.75,0
1,0,0,0,-0.7788579383763046,0
-1,0,0,0,0.75,0
0,0,0,0,-0.7744372519721975,0
0,0,0,0,-0.7951672353008665,0
-1,0,0,0,-0.8128329581890013,1
0,0,0,0,-0.33858553278290476,1
0,0,0,0,-0.3668750612523434,1
-1,0,0,0,-0.39758361765043326,1
-1,0,0,0,0.11420025121990814,0
1,0,1,0,0.6475836176504333,1
-1,0,0,0,0.16524934053856793,0
0,0,0,1,0.6974315432887466,-1
-1,0,0,0,-0.8221923155106472,1
0,0,0,0,-0.35241638234956674,1
1,0,0,0,-0.3857997487800919,0
0,0,0,0,-0.8975836176504333,0
1,0,0,0,-0.9072264209222578,0
1,0,0,0,0.6211189415908434,1
0,1,0,1,0.1331249387476566,-1
0,0,0,0,-0.46477671252272273,1
0,0,0,0,-0.5,0
-1,0,0,0,-0.5352232874772773,1
1,0,0,0,-0.03958342416056555,0
-1,0,0,0,-0.5779791303773694,1
0,0,0,0,-0.08858553278290478,1
-1,0,0,0,-0.10241638234956678,1
0,0,0,0,0.44743154328874657,1
1,0,0,0,0.5,1
-1,0,0,0,0.0,0
1,0,0,0,0.5628329581890011,1
1,0,0,0,0.07797913037736928,1
0,1,0,0,-0.5,0
1,0,0,0,-0.5779791303773694,0
-1,1,0,1,0.9371670418109987,0
-1,1,0,0,-0.6211189415908434,1
1,0,1,0,-0.1475836176504333,0
1,0,0,0,-0.7048327646991335,0
-1,1,0,0,0.8279791303773694,0
-1,0,0,0,-0.7147767125227228,1
1,0,1,0,-0.25,0
1,0,0,0,-0.7852232874772773,0
-1,1,0,0,0.75,0
1,0,0,0,-0.7788579383763046,0
0,0,0,0,0.75,0
1,0,0,0,0.7744372519721974,1
1,0,0,0,0.30256845671125343,1
-1,1,0,1,-0.2211420616236956,1
1,1,0,0,0.31283295818900125,-1
1,0,0,0,-0.31813763182162447,0
0,0,0,0,-0.8279791303773694,0
0,0,0,0,-0.8369013692067151,0
-1,0,0,0,-0.8450151609391798,1
1,0,0,0,-0.3599937575251385,0
0,0,0,0,-0.8668750612523434,0
-1,0,0,0,-0.8731463656782359,1
1,0,0,0,-0.387639669826844,0
0,0,0,0,-0.8928330765600627,0
0,0,0,0,-0.8975836176504333,0
1,0,0,0,-0.9019437543337215,0
-1,0,0,0,0.6110172584549999,0
-1,0,0,0,-0.8934499554121628,1
0,0,1,0,-0.4059582607547386,1
1,0,0,0,-0.4187729222853797,0
-1,0,0,0,-0.9220208696226306,1
1,0,0,0,-0.4346206170443298,0
0,0,0,0,-0.937167041810999,0
1,0,0,0,-0.9395248496963404,0
1,0,0,0,0.5721923155106472,1
1,1,0,1,0.0749762960044212,-1
-1,0,0,0,-0.5927735790777424,1
1,0,0,0,-0.10241638234956678,0
0,0,0,0,-0.6331249387476566,0
-1,0,0,0,-0.6614144672170952,1
0,0,0,0,-0.17780768448935277,1
0,0,0,0,-0.19743154328874654,1
-1,0,0,0,-0.2211420616236956,1
0,0,0,0,0.31283295818900125,1
1,0,0,0,0.35241638234956674,1
-1,0,0,0,-0.17202086962263066,1
1,0,0,0,0.3788810584091566,1
-1,0,0,0,-0.1475836176504333,1
-1,0,0,0,0.42202086962263063,0
-1,0,1,0,0.9371670418109987,-1
-1,0,0,0,-0.26766572288813467,1
1,0,0,0,0.24090790532435155,1
0,0,0,0,-0.2687025592412767,1
0,0,0,0,-0.27885793837630446,1
0,0,0,0,-0.28958342416056554,1
1,0,0,0,-0.3009019280317873,0
-1,0,0,0,-0.8089980848675286,1
0,0,0,0,-0.3206908649190132,1
-1,0,0,0,-0.3329523176563198,1
0,0,0,0,0.17460869786021394,1
0,0,0,0,0.18280690512771053,1
-1,0,0,0,0.1917140165981578,0
-1,0,0,0,0.7048327646991335,0
1,0,1,0,-0.8043467057322626,0
0,0,1,0,0.7078075368411586,0
0,0,0,0,0.7192914436019101,0
1,0,0,0,0.7301314756944591,1
1,0,0,0,0.23973549852225223,1
0,1,0,0,-0.27118930463494645,1
1,1,0,1,-0.2828118950765028,-1
1,0,0,0,0.7651461721883681,1
-1,0,0,0,0.2817255174305537,0
1,0,0,0,0.7951672353008665,1
1,0,0,0,0.31283295818900125,1
0,1,0,0,-0.2001520743616866,1
1,0,0,0,-0.21477671252272265,0
0,1,0,1,-0.7332622916434258,-1
-1,0,0,0,-0.25,1
-1,0,0,0,0.2602645014777477,0
0,0,1,0,0.7698685243055409,0
-1,0,1,0,0.7788579383763046,-1
-1,0,0,0,-0.2951672353008665,1
-1,0,0,0,0.21827448256944643,0
0,0,1,0,0.7348538278116319,0
-1,0,1,0,0.75,-1
-1,0,0,0,0.5525684567112534,0
0,0,0,0,-0.9501520743616867,0
-1,0,0,0,-0.9526068577225104,1
-1,0,0,0,-0.4682744825694464,1
-1,0,1,1,0.03338336643052516,-1
1,0,0,0,-0.07797913037736932,0
1,0,0,0,-0.6142002512199082,0
0,1,0,0,0.8975836176504333,0
1,1,0,0,0.9072264209222576,-1
1,0,0,0,-0.5288579383763045,0
-1,0,0,0,0.9735353239404101,0
-1,0,0,0,-0.5525684567112534,1
1,0,1,0,-0.0572491470487002,0
-1,0,0,0,-0.5847506594614321,1
0,0,0,0,-0.09277357907774239,1
-1,0,0,0,-0.10241638234956678,1
1,0,0,0,0.43039551272693605,1
0,0,0,0,-0.07797913037736935,1
-1,0,0,0,-0.08858553278290478,1
1,0,0,0,0.4548327646991334,1
1,0,0,0,-0.05256845671125345,0
-1,1,0,0,-0.6024163823495667,1
0,0,0,0,-0.12111894159084341,1
-1,0,0,0,-0.1475836176504333,1
0,0,0,0,0.42202086962263063,1
1,0,0,0,0.5,1
-1,0,0,0,0.0,0
1,0,0,0,0.6024163823495667,1
0,0,0,0,0.1475836176504333,1
0,0,0,0,0.25,1
1,0,0,0,0.5,1
0,0,0,0,0.14758361765043326,1
0,0,0,0,0.25,1
-1,0,0,0,0.5,0
-1,0,0,0,1.0,0
-1,0,1,0,-0.6475836176504333,-1
-1,0,0,0,0.6142002512199082,0
-1,0,0,0,-0.8975836176504333,1
1,0,1,0,-0.43039551272693605,0
0,0,0,0,-0.9371670418109987,0
1,0,0,0,-0.9427508529512999,0
0,0,0,0,0.5847506594614321,0
-1,0,0,0,0.6110172584549999,0
1,0,0,0,-0.8975836176504333,0
-1,0,0,0,0.6256659163780024,0
1,0,0,0,-0.8831249387476566,0
1,0,0,0,0.6376396698268441,1
1,1,0,0,0.1475836176504333,-1
0,0,0,0,0.41524934053856793,1
-1,0,0,0,0.44275085295129984,0
-1,0,0,0,0.9474315432887466,0
0,0,1,0,-0.5779791303773693,0
-1,0,1,0,-0.6024163823495667,-1
-1,0,0,0,0.26514617218836817,0
0,0,0,0,0.7788579383763046,0
0,0,0,0,0.7912855998398473,0
-1,0,0,0,0.8025684567112534,0
0,0,0,0,-0.7119845921520503,0
1,0,0,0,-0.7255627480278026,0
1,0,0,0,0.7852232874772773,1
-1,1,0,0,0.29858979034752897,0
1,0,0,0,0.8082859834018422,1
-1,0,0,0,0.32219231551064725,0
1,0,0,0,0.8307469726696675,1
-1,0,0,0,0.34501516093917983,0
-1,0,0,0,0.8524163823495667,0
1,0,1,0,-0.6614144672170952,0
-1,0,0,0,0.8457858855496665,0
0,0,0,0,-0.6670476823436803,0
0,0,0,0,-0.6793091350809868,0
0,0,0,0,-0.6910019151324714,0
-1,0,0,0,-0.702135287865755,1
0,0,0,0,-0.21041657583943443,1
-1,0,0,0,-0.21929144360191014,1
-1,0,0,0,0.2921924631588414,0
1,0,1,1,0.8009019280317873,1
0,0,1,0,0.3128329581890012,1
1,0,1,0,0.32539130213978606,1
-1,0,0,0,-0.18280690512771053,1
0,0,0,0,0.33074697266966735,1
-1,0,0,0,0.34501516093917983,0
0,0,0,0,0.8524163823495667,0
-1,0,0,0,0.8591879114336296,0
0,0,0,0,-0.6542141144503335,0
0,0,1,0,-0.6670476823436803,0
0,0,1,0,-0.6793091350809868,0
-1,0,0,0,-0.6910019151324714,1
1,0,0,0,-0.19909807196821272,0
1,0,0,0,-0.7104165758394344,0
-1,1,0,0,0.797864712134245,0
-1,0,0,0,-0.7127231288457948,1
1,0,1,0,-0.2211420616236955,0
1,0,0,0,-0.7312974407587233,0
0,1,0,0,0.7772171802988209,0
1,0,0,0,0.7852232874772773,1
0,1,0,0,0.2951672353008665,1
0,1,0,0,0.30559988778578523,1
-1,0,0,0,0.3165340691344631,0
1,0,0,0,0.8235584439732623,1
-1,0,0,0,0.3347506594614321,0
1,0,0,0,0.8410530018557488,1
-1,0,0,0,0.35241638234956674,0
-1,0,0,0,0.8580001934898677,0
0,0,1,0,-0.6530711754262098,0
1,0,0,0,-0.6637549389069208,0
1,0,0,0,0.8419837298646482,1
-1,1,0,0,0.35241638234956674,0
1,0,0,0,0.8575499676427484,1
0,0,0,0,0.368058363928518,1
0,0,0,0,0.3788810584091566,1
1,0,0,0,0.3900062424748615,1
0,0,0,0,-0.11420025121990814,1
1,0,0,0,-0.1187256792741288,0
1,0,0,0,-0.6305475870886227,0
1,1,0,1,0.8743340836219975,-1
1,0,0,0,-0.5721923155106472,0
-1,0,0,0,0.9328069051277105,0
1,0,0,0,-0.5885855327829048,0
-1,0,0,0,0.9170476823436803,0
-1,0,0,0,-0.6024163823495667,1
0,0,1,0,-0.10918791143362949,1
-1,0,0,0,-0.11687506125234347,1
1,0,1,1,0.40498483906082017,1
-1,0,0,0,-0.10241638234956678,1
1,0,1,0,0.42202086962263063,1
1,0,0,0,-0.08475065946143213,0
1,1,0,0,-0.6110172584549999,-1
0,0,0,0,0.7104165758394345,0
-1,0,0,0,0.7312974407587233,0
-1,0,0,0,-0.7852232874772772,1
0,0,1,0,-0.3055998877857851,1
1,0,1,0,-0.32797913037736937,0
-1,0,0,0,-0.8410530018557488,1
1,0,0,0,-0.3642002512199081,0
0,0,0,0,-0.8743340836219975,0
-1,0,0,0,-0.8831249387476566,1
-1,0,0,0,-0.40498483906082017,1
-1,0,1,0,0.10241638234956678,-1
1,0,0,0,0.362360330173156,1
0,0,0,0,-0.1475836176504333,1
0,0,0,0,-0.15894699814425117,1
1,0,0,0,-0.17202086962263066,0
-1,0,0,0,-0.6944001122142147,1
0,0,0,0,-0.21041657583943443,1
1,0,0,0,-0.22881069536505358,0
0,0,0,0,-0.75,0
0,0,0,0,-0.7687025592412767,0
1,0,0,0,-0.7852232874772773,0
1,0,0,0,0.7332622916434259,1
0,1,0,0,0.25,1
1,1,0,1,0.2687025592412767,-1
1,0,0,0,0.9501520743616867,1
-1,0,0,0,0.46661663356947486,0
1,0,0,0,0.9682744825694465,1
1,0,0,0,0.4840977487438237,1
0,1,0,0,-0.016737708356574045,1
-1,0,0,0,-0.017665722888134647,1
-1,0,0,0,0.5,0
-1,0,1,0,1.0,-1
0,0,0,0,-0.5451672353008665,0
-1,0,0,0,-0.5671930948722895,1
-1,0,0,0,-0.07219231551064724,1
0,0,1,0,0.45141020965247103,1
-1,0,1,0,0.4755627480278026,-1
1,0,0,0,0.8128329581890013,1
-1,0,0,0,0.32797913037736937,0
-1,0,0,0,0.8369013692067151,0
-1,0,1,0,-0.6778076844893528,-1
-1,0,0,0,-0.28801540784794966,1
0,0,0,0,0.22353532394041012,1
1,0,0,0,0.236169150433338,1
0,0,0,0,-0.27885793837630446,1
0,0,0,0,-0.2951672353008665,1
1,0,0,0,-0.3128329581890012,0
1,0,0,0,-0.8244027652986173,0
-1,1,0,0,0.6927508529512999,0
1,0,0,0,-0.8181376318216245,0
0,0,0,1,0.6974315432887466,-1
-1,0,0,0,-0.5696044872730639,1
-1,0,0,0,-0.07797913037736935,1
0,0,1,0,0.46041657583943446,1
-1,0,1,0,0.5,-1
0,0,0,0,-0.7912855998398473,0
0,0,0,0,-0.8025684567112534,0
0,0,0,0,-0.8128329581890013,0
0,0,0,0,-0.8221923155106472,0
1,0,0,0,-0.8307469726696675,0
-1,0,0,0,0.6828069051277105,0
-1,0,0,0,-0.8253913021397861,1
-1,0,1,0,-0.33858553278290476,-1
1,0,0,0,-0.1871670418109988,0
-1,0,0,0,-0.6990980719682127,1
-1,0,0,0,-0.20780753684115863,1
1,0,1,0,0.3043467057322627,1
-1,0,0,0,-0.20483276469913345,1
0,0,0,0,0.3082859834018422,1
1,0,0,0,0.32219231551064725,1
0,0,0,0,-0.1871670418109988,1
1,0,0,0,-0.19743154328874657,0
-1,0,0,0,-0.7119845921520503,1
0,0,0,0,-0.22353532394041012,1
-1,0,0,0,-0.23616915043333803,1
1,0,0,0,0.27885793837630446,1
-1,0,0,0,-0.2348538278116319,1
0,0,0,0,0.2817255174305536,1
1,0,0,0,0.2998479256383133,1
-1,0,0,0,-0.21477671252272273,1
1,0,0,0,0.30559988778578523,1
1,0,0,0,-0.2104165758394345,0
0,1,0,0,-0.7312974407587233,0
1,0,0,0,-0.75,0
1,1,0,1,0.7667377083565741,-1
1,0,0,0,0.9114144672170952,1
-1,0,0,0,0.4548327646991334,0
0,0,0,0,0.9604165758394345,0
-1,0,0,0,0.9647767125227228,0
1,0,0,0,-0.5696044872730639,0
0,0,0,0,0.937167041810999,0
0,0,0,0,0.9427508529512999,0
-1,0,0,0,0.9474315432887466,0
0,0,0,0,-0.5779791303773694,0
1,0,0,0,-0.6024163823495667,0
-1,0,0,0,0.9049848390608202,0
0,0,0,0,-0.6168750612523434,0
-1,0,0,0,-0.637639669826844,1
1,0,0,0,-0.1475836176504333,0
-1,0,0,0,-0.6680913175751626,1
0,0,0,0,-0.18039551272693607,1
0,0,0,0,-0.19440011221421474,1
-1,0,0,0,-0.21041657583943438,1
0,0,0,0,0.31283295818900125,1
0,0,0,0,0.33858553278290476,1
-1,0,0,0,0.3668750612523434,0
-1,0,0,0,0.8788810584091566,0
-1,0,1,0,-0.6475836176504333,-1
1,0,0,0,-0.14758361765043326,0
1,0,0,0,-0.6871670418109987,0
1,1,0,0,0.834750659461432,-1
-1,0,0,0,-0.14758361765043326,1
0,0,0,0,0.3711189415908434,1
-1,0,0,0,0.3908120885663705,0
1,0,0,0,0.8975836176504333,1
1,0,0,0,0.4170476823436802,1
0,1,0,0,-0.08858553278290475,1
0,0,0,0,-0.09501516093917986,1
1,0,0,0,-0.10241638234956672,0
0,0,0,0,-0.6256659163780024,0
1,0,0,0,-0.6475836176504333,0
1,0,0,1,0.8623603301731559,1
1,1,1,1,0.3831249387476566,-1
1,0,0,0,0.9427508529512999,1
0,0,0,0,0.4711420616236956,1
1,0,0,0,0.5,1
1,0,0,0,0.0,0
-1,1,0,1,-0.5317255174305535,1
0,1,0,0,-0.0352232874772772,1
-1,1,0,0,-0.039583424160565484,1
0,0,0,0,0.5,0
1,0,0,0,0.5395834241605655,1
1,0,0,0,0.04516723530086658,1
1,1,0,0,-0.5,-1
1,0,0,0,-0.6110172584549999,0
0,0,0,0,0.8975836176504333,0
0,0,0,0,0.9049848390608202,0
0,0,0,0,0.9114144672170952,0
-1,0,0,0,0.9170476823436803,0
-1,0,0,0,-0.6024163823495667,1
0,0,1,0,-0.10918791143362949,1
0,0,1,0,-0.11687506125234347,1
0,0,1,0,-0.1256659163780024,1
1,0,1,0,-0.13579974878009188,0
0,0,0,0,-0.6589469981442512,0
-1,0,0,0,-0.6803955127269361,1
-1,0,0,0,-0.19440011221421488,1
0,0,1,0,0.32797913037736937,1
-1,0,1,0,0.35241638234956674,-1
0,0,0,0,-0.9548327646991335,0
-1,0,0,0,-0.9604165758394345,1
-1,0,0,0,-0.5,1
1,0,1,0,0.0,0
-1,0,0,0,-0.5451672353008665,1
1,0,0,0,-0.05256845671125345,0
0,0,0,0,-0.6024163823495667,0
-1,0,0,0,-0.6475836176504333,1
1,0,0,0,-0.17202086962263066,0
0,0,0,0,-0.7147767125227227,0
-1,0,0,0,-0.75,1
0,0,0,0,-0.2852232874772772,1
0,0,0,0,-0.32797913037736937,1
0,0,0,0,-0.3788810584091566,1
0,0,0,0,-0.43716704181099875,1
-1,0,0,0,-0.5,1
-1,0,0,0,0.0,0
0,0,1,0,0.5779791303773694,0
-1,0,1,0,0.6475836176504333,-1
1,0,0,0,0.39758361765043326,1
1,0,0,0,-0.11420025121990814,0
-1,1,0,0,-0.6475836176504333,1
1,0,0,0,-0.16524934053856788,0
1,0,0,0,-0.6974315432887466,0
0,1,0,1,0.8221923155106472,-1
1,0,0,0,-0.05899808486752853,0
0,0,0,0,-0.5779791303773694,0
0,0,0,0,-0.5964112479792296,0
1,0,0,0,-0.6142002512199082,0
-1,0,0,0,0.8919998065101323,0
1,0,0,0,-0.6243340836219976,0
-1,0,0,0,0.8819416360714819,0
0,0,0,0,-0.6331249387476566,0
1,0,0,0,-0.6475836176504333,0
-1,0,0,0,0.8591879114336296,0
0,0,0,0,-0.6542141144503335,0
-1,0,0,0,-0.6670476823436803,1
1,0,0,0,-0.174608697860214,0
0,0,0,0,-0.6871670418109987,0
-1,0,0,0,-0.6990980719682127,1
-1,0,0,0,-0.20780753684115863,1
1,0,1,0,0.3043467057322627,1
0,0,0,0,-0.20483276469913345,1
-1,0,0,0,-0.21477671252272273,1
1,0,0,0,0.2985897903475289,1
1,0,0,0,-0.21198459215205034,0
-1,1,0,0,-0.7255627480278026,1
-1,0,0,0,-0.23727438865200817,1
1,0,1,0,0.2764646760595899,1
0,0,0,0,-0.23616915043333803,1
-1,0,0,0,-0.25,1
0,0,0,0,0.2651461721883681,1
-1,0,0,0,0.2817255174305536,0
0,0,0,0,0.7951672353008665,0
0,0,0,0,0.8072491470487001,0
1,0,0,0,0.8181376318216245,1
0,0,0,0,0.33475065946143207,1
1,0,0,0,0.35241638234956674,1
-1,0,0,0,-0.15722642092225766,1
0,0,0,0,0.362360330173156,1
-1,0,0,0,0.3831249387476566,0
0,0,0,0,0.8908120885663704,0
1,0,0,0,0.8975836176504333,1
-1,0,0,0,0.4170476823436802,0
-1,0,0,0,0.9220208696226306,0
1,0,1,0,-0.5964112479792296,0
1,0,0,0,0.9089469981442512,1
0,1,0,0,0.4264415560267378,1
1,0,0,0,0.4444001122142148,1
1,1,0,0,-0.05899808486752853,-1
1,0,0,0,0.665249340538568,1
0,0,0,0,0.18716704181099877,1
1,0,0,0,0.2147767125227228,1
0,0,0,0,-0.32797913037736937,1
1,0,0,0,-0.3788810584091566,0
0,0,0,1,-0.8975836176504333,-1
1,0,0,0,0.2211420616236955,1
1,0,0,0,-0.2951672353008665,0
0,1,0,0,-0.8072491470487001,0
-1,1,0,0,-0.8181376318216245,1
1,0,0,0,-0.33475065946143207,0
0,0,0,0,-0.8440417392452613,0
0,0,0,0,-0.8524163823495667,0
1,0,0,0,-0.8599937575251385,0
0,0,0,0,0.6549848390608202,0
1,0,0,0,0.6692530273303328,1
-1,0,0,0,0.17780768448935277,0
1,0,0,0,0.6917140165981578,1
1,0,0,0,0.20141020965247108,1
1,1,0,0,-0.3128329581890012,-1
0,0,0,0,-0.2951672353008665,1
1,0,0,0,-0.32219231551064725,0
-1,0,0,0,-0.8385855327829048,1
1,0,0,0,-0.3668750612523435,0
0,0,0,0,-0.8788810584091566,0
1,0,0,0,-0.8889827415450002,0
1,0,0,0,0.6357997487800918,1
-1,1,0,1,0.1475836176504333,0
-1,0,0,0,0.6720208696226306,0
1,0,1,0,-0.8410530018557488,0
1,0,0,0,0.6803955127269361,1
1,1,0,0,0.19440011221421477,-1
0,0,0,0,-0.34578588554966655,1
-1,0,0,0,-0.3591879114336295,1
1,0,0,0,0.1475836176504333,1
1,0,0,0,-0.3668750612523435,0
-1,1,0,0,-0.8731463656782359,1
1,0,0,0,-0.387639669826844,0
0,0,0,0,-0.8928330765600627,0
1,0,0,0,-0.8975836176504333,0
0,0,0,0,0.6158581002198797,0
1,0,0,0,0.6288810584091566,1
0,0,0,1,0.1345985850997454,-1
1,0,0,0,-0.06960448727306395,0
0,0,0,0,-0.6024163823495667,0
-1,0,0,0,-0.6331249387476566,1
-1,0,0,0,-0.14758361765043326,1
-1,0,1,0,0.3857997487800919,-1
-1,0,0,0,0.32539130213978606,0
1,0,0,0,0.8329523176563197,1
1,0,0,0,0.34578588554966655,1
0,1,0,0,-0.1614144672170952,1
1,0,0,0,-0.16925302733033265,0
-1,1,0,0,-0.6828069051277105,1
1,0,0,0,-0.1917140165981578,0
-1,0,0,0,-0.7048327646991335,1
0,0,0,0,-0.21477671252272273,1
1,0,0,0,-0.22556274802780257,0
0,0,0,0,-0.7382161311296586,0
-1,0,0,0,-0.75,1
-1,0,0,0,-0.2617838688703414,1
-1,0,1,0,0.25,-1
1,0,0,0,-0.35241638234956674,0
0,0,0,0,-0.8711189415908434,0
0,0,0,0,-0.8857997487800918,0
-1,0,0,0,-0.8975836176504333,1
1,0,0,0,-0.43039551272693605,0
1,0,0,0,-0.937167041810999,0
1,1,0,0,0.5927735790777423,-1
0,0,0,0,-0.26986852430554087,1
-1,0,0,0,-0.28070855639808984,1
-1,0,0,0,0.22881069536505358,0
0,0,1,0,0.7397354985222522,0
-1,0,1,0,0.75,-1
0,0,0,0,-0.35241638234956674,1
1,0,0,0,-0.36540141490025463,0
0,0,0,0,-0.8711189415908434,0
-1,0,0,0,-0.8763943130154869,1
-1,0,0,0,-0.3889827415450001,1
1,0,1,0,0.1158581002198797,1
1,0,0,0,-0.39758361765043326,0
-1,1,0,0,-0.9019437543337215,1
-1,0,0,0,-0.41524934053856793,1
0,0,1,0,0.08858553278290471,1
0,0,0,0,0.09277357907774231,1
-1,0,0,0,0.09736426874290484,0
0,0,0,0,0.612360330173156,0
1,0,0,0,0.6268536343217641,1
1,0,0,0,0.13312493874765652,1
-1,1,0,0,-0.381941636071482,1
1,0,0,0,0.12433408362199762,1
0,0,0,0,-0.3919998065101323,1
0,0,0,0,-0.40894699814425123,1
0,0,0,0,-0.4264415560267378,1
1,0,0,0,-0.4444001122142148,0
1,0,0,0,-0.9474315432887466,0
0,1,0,0,0.5696044872730639,0
1,1,0,0,0.5862450610930792,-1
-1,0,0,0,-0.045167235300866554,1
-1,0,0,0,0.5,0
0,0,1,0,1.0,0
1,0,1,0,1.0,0
0,0,0,0,0.5352232874772773,0
-1,0,0,0,0.5696044872730639,0
0,0,0,0,-0.9371670418109987,0
0,0,0,0,-0.9427508529512999,0
0,0,0,0,-0.9474315432887466,0
-1,0,0,0,-0.9514102096524711,1
-1,0,0,0,-0.4755627480278026,1
1,0,1,0,0.026464676059589878,1
1,0,0,0,-0.5,0
1,1,0,0,1.0,-1
0,0,0,0,0.5,0
0,0,0,0,0.5198685243055409,0
0,0,0,0,0.5395834241605656,0
-1,0,0,0,0.5589980848675286,0
1,0,0,0,-0.9444001122142147,0
0,0,0,0,0.5735584439732623,0
0,0,0,0,0.5910530018557488,0
-1,0,0,0,0.6080001934898678,0
1,0,0,0,-0.8975836176504333,0
1,0,0,0,0.6180583639285181,1
1,1,0,0,0.12433408362199769,-1
